Bird_ID,Species,Region,Habitat,Weather_Condition,Migration_Reason,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Flight_Distance_km,Flight_Duration_hours,Average_Speed_kmph,Max_Altitude_m,Min_Altitude_m,Temperature_C,Wind_Speed_kmph,Migration_Start_Month,Migration_End_Month,Rest_Stops,Migrated_in_Flock,Flock_Size,Migration_Interrupted,Interrupted_Reason,Migration_Success,Observation_Counts,Origin
B1101,warbler,north america,Coastal,Stormy,Avoid Predators,22.323022485425938,67.3217453119259,61.953869766575366,-115.01507392595607,2758.92,35.2,46.65,5461,764,33.8,28.0,Oct,Jun,11,No,70,No,Lost Signal,Successful,38,"22.323022485425938, 67.3217453119259"
B1102,stork,africa,Urban,Foggy,Breeding,53.9270317492566,109.52513891277886,-57.703301082892445,61.13988659523452,2475.92,46.9,48.07,1566,888,22.1,55.5,Apr,May,4,No,402,No,Storm,Failed,87,"53.9270317492566, 109.52513891277886"
B1103,swallow,africa,Forest,Windy,Breeding,25.845889741539292,41.01286607405288,-58.66025355622914,10.00873843426342,2250.4,52.2,47.49,3111,426,0.6,38.4,Nov,May,8,No,444,No,Lost Signal,Failed,34,"25.845889741539292, 41.01286607405288"
B1104,eagle,south america,Forest,Foggy,Feeding,-59.937584922194354,-107.10191451221152,42.07443746751929,98.447292097128,1615.76,65.1,53.98,9215,141,28.4,12.2,Mar,Mar,6,Yes,293,Yes,,Successful,50,"-59.937584922194354, -107.10191451221152"
B1105,hawk,north america,Grassland,Windy,Avoid Predators,30.65580678007187,-140.29616874728026,-57.01480894966284,-146.11992591980425,2710.29,47.2,41.62,6694,496,-9.5,47.8,Feb,Mar,9,No,389,Yes,Lost Signal,Successful,66,"30.65580678007187, -140.29616874728026"
B1106,hawk,australia,Coastal,Stormy,Feeding,-19.52114442915415,129.5638909320192,-67.96854836254286,-36.03390323753956,3632.25,60.6,53.47,4927,371,13.2,8.0,Oct,Nov,4,No,444,Yes,,Failed,73,"-19.52114442915415, 129.5638909320192"
B1107,goose,north america,Wetland,Stormy,Breeding,-6.634254553637746,-95.51253112137344,-29.595091098873425,-93.64936744767913,2131.35,67.0,61.47,7403,835,29.5,48.7,Jan,Mar,6,Yes,284,Yes,Injury,Successful,33,"-6.634254553637746, -95.51253112137344"
B1108,warbler,asia,Coastal,Foggy,Breeding,75.88162363272204,-172.77032495610084,60.9682465445718,12.667034253385822,2537.8,37.6,50.79,9897,763,8.8,2.1,Oct,Jun,2,Yes,1,No,Predator,Failed,24,"75.88162363272204, -172.77032495610084"
B1109,hawk,asia,Wetland,Windy,Breeding,-25.20647166640553,51.44475893553076,-58.17442351814617,-11.432165875699296,2675.79,50.6,49.65,6031,412,1.0,8.6,May,May,13,Yes,340,No,,Successful,69,"-25.20647166640553, 51.44475893553076"
B1110,goose,south america,Wetland,Windy,Breeding,20.15264573835097,-124.96128124884734,-28.966861238792376,-18.15643757194954,2300.15,43.5,46.1,7098,333,18.2,21.5,Oct,May,12,No,470,No,Predator,Failed,1,"20.15264573835097, -124.96128124884734"
B1111,swallow,australia,Urban,Rainy,Breeding,-24.57328798579688,176.7491351152471,-38.47428889609384,-66.36469250018071,2478.59,64.6,41.99,6585,315,26.8,3.9,Oct,Mar,3,No,202,No,,Failed,68,"-24.57328798579688, 176.7491351152471"
B1112,stork,north america,Urban,Clear,Feeding,-72.94905263559748,133.1030994261883,-25.90904435042053,81.6644068106857,1982.05,55.7,48.21,1891,645,20.1,49.1,Mar,Jun,9,Yes,152,Yes,Storm,Successful,82,"-72.94905263559748, 133.1030994261883"
B1113,stork,australia,Grassland,Rainy,Feeding,-8.365438431305904,39.04046136043837,38.56892298438524,-6.63562646576753,1806.72,45.7,49.71,5779,821,1.4,27.1,Oct,Mar,12,Yes,448,Yes,Lost Signal,Successful,78,"-8.365438431305904, 39.04046136043837"
B1114,stork,south america,Coastal,Stormy,Breeding,17.471070802737344,120.19163133907564,-17.016195422810114,-107.19223926725056,3251.66,40.3,40.67,1380,464,-4.4,37.1,Feb,Apr,1,No,196,Yes,Injury,Successful,72,"17.471070802737344, 120.19163133907564"
B1115,hawk,asia,Wetland,Foggy,Feeding,-16.649407433232227,-10.60714772326935,46.72380264135171,17.081090243925615,2438.58,43.8,45.89,5839,828,2.3,6.1,Jan,Oct,6,Yes,152,Yes,,Successful,48,"-16.649407433232227, -10.60714772326935"
B1116,swallow,asia,Grassland,Windy,Breeding,-19.680086757926816,103.8550480064767,25.272564884706128,34.80197617418182,2774.4,40.6,44.94,5530,650,-3.5,0.4,Nov,May,5,Yes,240,No,Storm,Successful,96,"-19.680086757926816, 103.8550480064767"
B1117,hawk,africa,Wetland,Rainy,Breeding,57.66813250099145,52.75207886297443,-25.002147220394875,-172.30331618448034,2719.25,44.4,54.95,4972,562,33.1,58.9,Sep,Dec,13,No,310,No,Lost Signal,Failed,67,"57.66813250099145, 52.75207886297443"
B1118,warbler,south america,Forest,Foggy,Breeding,-84.65666898789536,-169.68792673092386,-12.196659310698491,-106.63968209453516,2022.94,43.8,52.13,8078,743,6.6,8.7,Mar,Oct,11,No,220,Yes,Predator,Failed,31,"-84.65666898789536, -169.68792673092386"
B1119,hawk,south america,Mountain,Foggy,Feeding,-36.79462858677841,161.55276031902326,36.65208817053056,-92.73459235417836,1847.49,55.4,48.74,6082,888,33.5,49.8,Jan,Jun,8,Yes,346,No,,Failed,10,"-36.79462858677841, 161.55276031902326"
B1120,swallow,north america,Mountain,Clear,Feeding,56.11630776789809,129.93104815080733,6.255974372081425,-90.6929416212727,2191.56,42.1,51.29,8211,131,15.9,38.4,Feb,Apr,1,No,335,No,Storm,Failed,81,"56.11630776789809, 129.93104815080733"
B1121,swallow,north america,Wetland,Windy,Avoid Predators,75.69542675000949,163.2266606135599,66.30122905692963,-94.01548667038892,2611.15,55.1,48.93,2678,828,21.1,48.3,Sep,Mar,1,Yes,317,No,,Successful,99,"75.69542675000949, 163.2266606135599"
B1122,warbler,africa,Grassland,Foggy,Feeding,-15.786074548650916,83.29173644189365,77.9730153258181,-82.20917823591031,2086.35,43.2,57.55,7648,869,30.9,36.1,May,Jun,13,Yes,255,Yes,,Failed,67,"-15.786074548650916, 83.29173644189365"
B1123,swallow,europe,Urban,Windy,Feeding,69.98296377529374,-31.65806820181604,39.18731868690168,-85.41819854826203,2266.13,38.2,51.14,1490,133,34.7,23.3,Nov,Apr,12,Yes,372,Yes,Lost Signal,Successful,35,"69.98296377529374, -31.65806820181604"
B1124,swallow,australia,Coastal,Rainy,Climate Change,-54.192578017494114,-105.4853196169384,88.05728156801024,138.26478143649808,1495.26,47.5,49.17,5312,798,32.7,31.7,Sep,Nov,7,Yes,327,Yes,Storm,Successful,56,"-54.192578017494114, -105.4853196169384"
B1125,stork,europe,Wetland,Foggy,Breeding,-50.14312778516893,-115.20131487628716,17.3766217354803,-64.92676599181614,2480.51,43.7,45.76,6159,819,10.1,32.1,Apr,Nov,7,Yes,417,Yes,,Failed,29,"-50.14312778516893, -115.20131487628716"
B1126,warbler,europe,Wetland,Foggy,Breeding,62.31444778526463,-127.83015058040222,-82.83045774407266,-54.08542282815182,2537.8,38.5,54.43,8962,131,21.2,10.7,May,May,3,Yes,390,No,Predator,Successful,51,"62.31444778526463, -127.83015058040222"
B1127,crane,south america,Coastal,Rainy,Feeding,72.58639344131129,-100.58052864905362,0.8733701028894245,-84.17618547006444,2498.05,43.9,35.62,6581,658,7.5,38.4,Sep,May,1,Yes,93,Yes,Injury,Failed,17,"72.58639344131129, -100.58052864905362"
B1128,crane,australia,Urban,Windy,Feeding,-49.89496176671985,18.228964805062304,-48.59832971054539,168.32676943532084,1995.82,65.8,43.18,3611,747,18.4,10.5,Apr,Mar,6,Yes,238,No,Injury,Failed,24,"-49.89496176671985, 18.228964805062304"
B1129,swallow,south america,Wetland,Windy,Avoid Predators,-79.32164580565001,66.14822278362277,-29.931627530824443,12.776688084615104,2006.88,45.9,57.87,4417,634,13.5,32.5,Mar,Nov,5,No,495,No,Injury,Successful,59,"-79.32164580565001, 66.14822278362277"
B1130,crane,australia,Forest,Foggy,Climate Change,-73.7416553300482,-66.93963803414344,-1.787390613323467,39.79660111470585,1954.17,52.9,39.54,1441,400,-9.2,40.3,Nov,Dec,12,Yes,369,Yes,Predator,Successful,31,"-73.7416553300482, -66.93963803414344"
B1131,crane,asia,Urban,Rainy,Breeding,-42.951449632254615,17.548909022830856,-36.89085520605035,84.77541434271694,2287.7,43.2,45.76,3721,531,29.0,48.7,Apr,Mar,1,No,432,Yes,Storm,Successful,92,"-42.951449632254615, 17.548909022830856"
B1132,swallow,south america,Forest,Stormy,Breeding,47.06083388642307,-57.14904259661392,-34.268105022269395,-59.86293523582566,2143.8,57.8,52.79,3630,330,6.0,32.6,Mar,Oct,12,Yes,299,No,Injury,Successful,74,"47.06083388642307, -57.14904259661392"
B1133,crane,south america,Mountain,Windy,Feeding,1.7985290033309127,70.74359052263853,-17.6370594461672,168.76095471533478,3205.53,36.9,51.36,2357,438,10.2,36.9,May,Apr,9,Yes,474,No,Predator,Failed,30,"1.7985290033309127, 70.74359052263853"
B1134,hawk,south america,Coastal,Stormy,Feeding,-7.994008396301467,175.8550393152904,-38.43767740386405,-125.16257787323848,3402.52,61.5,48.28,6616,726,5.5,43.6,Feb,Mar,2,Yes,417,No,Lost Signal,Failed,68,"-7.994008396301467, 175.8550393152904"
B1135,goose,africa,Urban,Foggy,Climate Change,15.145187609880168,68.04610861783806,-59.48982086737545,-15.18674382203605,2952.42,59.2,46.88,6321,626,11.7,21.8,Sep,Mar,3,Yes,478,No,Lost Signal,Successful,85,"15.145187609880168, 68.04610861783806"
B1136,warbler,south america,Urban,Stormy,Breeding,70.24016042319352,-158.7489923384448,47.800847262836186,-127.64186555312392,2549.23,48.8,44.68,8954,559,12.3,2.8,Mar,Mar,7,Yes,278,Yes,Lost Signal,Successful,70,"70.24016042319352, -158.7489923384448"
B1137,goose,north america,Grassland,Stormy,Climate Change,-73.72253167818164,-8.19541517976387,-18.86188277270803,104.53526865373794,2341.17,66.1,51.41,6340,567,18.5,17.7,Jan,Nov,7,Yes,99,Yes,,Successful,89,"-73.72253167818164, -8.19541517976387"
B1138,swallow,north america,Grassland,Windy,Breeding,35.05034297458464,97.33949734843104,59.71631408819283,-141.36563087210416,2079.29,58.0,46.89,2295,602,6.9,7.1,Apr,May,4,Yes,351,Yes,Predator,Failed,7,"35.05034297458464, 97.33949734843104"
B1139,stork,australia,Coastal,Foggy,Feeding,76.82235221797293,15.206978251289629,68.88905811263314,19.40385722888988,2533.05,73.5,37.92,9389,354,0.3,45.6,Jan,May,2,No,156,Yes,Injury,Failed,78,"76.82235221797293, 15.206978251289629"
B1140,warbler,asia,Urban,Stormy,Climate Change,-51.596992483488,162.3826907002433,45.1734275073276,-142.26974099976036,2418.48,57.7,43.66,6744,871,7.9,48.8,Jan,Mar,6,No,183,No,Injury,Successful,57,"-51.596992483488, 162.3826907002433"
B1141,swallow,africa,Mountain,Windy,Avoid Predators,60.7990168731302,-160.28219548648397,-18.5988308324698,-17.04172025350445,1982.9,39.1,52.74,1044,579,4.5,58.1,May,Jun,1,Yes,220,Yes,,Successful,27,"60.7990168731302, -160.28219548648397"
B1142,stork,australia,Wetland,Stormy,Feeding,35.64444793671041,-75.1840044135559,39.83798034386541,-79.08912328585463,2104.33,43.6,57.11,7859,375,15.6,36.1,Nov,Mar,4,No,482,Yes,Lost Signal,Successful,38,"35.64444793671041, -75.1840044135559"
B1143,goose,north america,Coastal,Windy,Avoid Predators,-87.39566350683396,-100.5414812496761,-62.06030921185688,145.18683286535747,1527.08,59.2,50.05,8090,445,22.7,28.6,Nov,Oct,6,Yes,487,No,Storm,Successful,55,"-87.39566350683396, -100.5414812496761"
B1144,swallow,africa,Coastal,Foggy,Avoid Predators,-48.309897534816926,96.34399263489196,29.000836647999463,-160.8855137744548,1991.89,35.1,46.31,2938,419,22.3,56.5,Oct,Mar,14,No,209,No,Predator,Successful,28,"-48.309897534816926, 96.34399263489196"
B1145,warbler,africa,Grassland,Rainy,Avoid Predators,19.052056961258543,8.565504654242432,-16.914228488305014,53.977546728088186,2699.25,49.4,51.49,4572,276,30.1,55.2,May,Mar,10,No,467,Yes,Storm,Successful,25,"19.052056961258543, 8.565504654242432"
B1146,warbler,asia,Mountain,Windy,Breeding,0.4320611084180967,-130.1960839129179,28.01599469851045,70.29044386480427,3016.48,20.1,48.73,6368,673,-0.8,38.5,Sep,Mar,14,No,140,Yes,Injury,Successful,2,"0.4320611084180967, -130.1960839129179"
B1147,eagle,africa,Coastal,Windy,Avoid Predators,5.028525454835872,-77.18642515388592,45.8623065855102,140.03355685723506,2763.73,59.4,53.25,4654,713,12.6,46.4,Jan,Oct,13,No,437,No,Storm,Failed,6,"5.028525454835872, -77.18642515388592"
B1148,hawk,south america,Mountain,Stormy,Breeding,-48.25252357077192,8.157356278694948,11.283567845994298,135.9826042720178,2248.37,48.9,58.75,5246,696,18.1,11.9,Jan,Jun,1,Yes,320,Yes,Injury,Failed,68,"-48.25252357077192, 8.157356278694948"
B1149,crane,africa,Coastal,Foggy,Climate Change,31.500624727552804,178.60643325131372,25.646146749880916,171.74026317873546,1668.03,45.7,46.57,3533,682,13.2,30.9,Jan,Dec,9,No,43,Yes,Storm,Successful,72,"31.500624727552804, 178.60643325131372"
B1150,stork,asia,Grassland,Clear,Feeding,-42.04469323138016,-48.854751330466144,-51.56497234705355,-88.59263243504206,1901.91,49.2,61.75,9327,199,18.8,20.4,Nov,Jun,9,No,90,No,,Successful,78,"-42.04469323138016, -48.854751330466144"
B1151,eagle,australia,Wetland,Clear,Breeding,-19.9017060338783,-123.54260495770968,16.68591984767974,-81.06286458680123,2720.68,42.9,44.83,9069,682,28.6,49.4,Feb,May,6,No,38,Yes,Predator,Failed,31,"-19.9017060338783, -123.54260495770968"
B1152,crane,asia,Grassland,Rainy,Breeding,-23.595135141586283,-1.0560507150031242,-7.114628016855164,-36.974617892058575,2703.42,39.0,40.32,3216,876,-5.9,53.4,Oct,Mar,14,No,476,Yes,Predator,Failed,98,"-23.595135141586283, -1.0560507150031242"
B1153,crane,asia,Coastal,Foggy,Climate Change,30.964503981581743,-68.33290419609634,-12.950485279702662,13.527713029130553,2174.74,50.5,48.88,4690,750,6.8,24.1,Feb,Oct,5,No,231,Yes,Predator,Successful,43,"30.964503981581743, -68.33290419609634"
B1154,swallow,north america,Mountain,Windy,Climate Change,-73.75450289702087,23.74805657827733,-16.143164213166983,-47.82890930353972,2297.02,45.9,40.8,9507,565,12.7,28.7,Jan,Jun,6,Yes,314,Yes,Storm,Failed,63,"-73.75450289702087, 23.74805657827733"
B1155,crane,south america,Forest,Clear,Feeding,-53.00245781276666,-11.984290997318652,-34.03367496254365,86.50670779615274,3462.94,40.1,47.12,4672,677,13.5,13.8,Mar,Oct,2,No,12,Yes,Storm,Successful,40,"-53.00245781276666, -11.984290997318652"
B1156,hawk,north america,Grassland,Rainy,Climate Change,-53.91052727668779,68.2163718165082,-35.039760770442875,-176.92378131252482,1619.16,69.0,43.0,7424,147,-9.4,52.7,Sep,Jun,4,No,80,No,Predator,Successful,27,"-53.91052727668779, 68.2163718165082"
B1157,warbler,australia,Mountain,Foggy,Breeding,-70.48355865917219,149.1446551923059,35.947157031096665,-173.64444639185302,2505.06,49.0,48.79,8439,898,16.0,8.3,Sep,Apr,5,No,431,No,Storm,Failed,26,"-70.48355865917219, 149.1446551923059"
B1158,eagle,europe,Grassland,Rainy,Feeding,-52.63290380943737,-107.81483372324963,10.403956050416,77.78043353912989,1892.9,45.7,50.78,1930,267,21.3,55.0,Nov,Dec,6,No,313,No,Storm,Successful,62,"-52.63290380943737, -107.81483372324963"
B1159,crane,australia,Coastal,Clear,Feeding,19.270848226203785,115.62482533262336,-84.60862067454043,137.92364011826714,1923.6,49.6,48.27,4110,447,7.5,37.0,Nov,May,14,No,296,Yes,Lost Signal,Successful,98,"19.270848226203785, 115.62482533262336"
B1160,swallow,south america,Mountain,Stormy,Feeding,41.79027075735388,161.7356575974727,-81.26545858580344,99.557083343586,2708.57,49.1,50.73,8856,183,31.1,14.7,Nov,Nov,10,Yes,132,Yes,Storm,Failed,71,"41.79027075735388, 161.7356575974727"
B1161,hawk,africa,Wetland,Stormy,Avoid Predators,28.854620454442085,-45.50051465353363,12.6214201886808,-137.8470191659772,3348.38,47.9,49.15,1085,745,20.6,25.6,Jan,Oct,14,Yes,185,Yes,Injury,Successful,13,"28.854620454442085, -45.50051465353363"
B1162,goose,asia,Mountain,Foggy,Avoid Predators,-4.46613516344118,-139.08142778518842,62.331026184928845,156.59064969546296,2808.92,35.8,43.42,7418,485,18.4,6.1,Feb,Nov,7,No,99,Yes,Predator,Failed,41,"-4.46613516344118, -139.08142778518842"
B1163,warbler,europe,Urban,Rainy,Breeding,-80.56177720270854,115.88802148184106,-82.08399398238782,7.888542662484497,3281.49,63.3,46.43,2624,210,-0.8,35.7,May,Dec,13,Yes,128,Yes,,Successful,1,"-80.56177720270854, 115.88802148184106"
B1164,warbler,south america,Forest,Windy,Avoid Predators,82.6212619236195,72.39449139776602,1.2972481398204394,87.2262547507691,1533.99,41.8,44.49,7887,801,34.1,48.4,Nov,Nov,3,Yes,375,No,Storm,Successful,56,"82.6212619236195, 72.39449139776602"
B1165,eagle,north america,Coastal,Clear,Climate Change,-59.74623704925145,-103.42360625974138,63.204367591026426,-107.62336884125564,2745.71,65.9,48.58,6125,297,10.9,39.1,Mar,Apr,2,No,326,No,Injury,Successful,56,"-59.74623704925145, -103.42360625974138"
B1166,warbler,asia,Mountain,Stormy,Feeding,30.31584667302076,-19.71950645428197,-89.19936394221074,17.566427136295374,2952.86,38.3,48.7,5475,549,-8.4,9.9,Feb,Apr,14,No,447,No,,Failed,61,"30.31584667302076, -19.71950645428197"
B1167,crane,australia,Coastal,Stormy,Breeding,74.32031078678,28.077194336359582,-40.3570966316749,-61.1781106162982,2377.8,59.2,51.36,7508,201,-6.7,33.1,Apr,Dec,8,No,3,No,Predator,Failed,14,"74.32031078678, 28.077194336359582"
B1168,swallow,north america,Grassland,Rainy,Climate Change,35.59987727657794,-118.85252880548728,75.58563930228735,170.9138784703424,2915.33,60.4,43.74,5058,516,5.1,49.7,Apr,May,6,Yes,226,Yes,Injury,Failed,79,"35.59987727657794, -118.85252880548728"
B1169,warbler,south america,Grassland,Stormy,Feeding,-50.75106476598896,77.3686175866415,-75.33546778951717,-9.28938966742595,3789.55,50.8,49.89,6492,387,-8.1,51.6,Jan,Mar,7,Yes,368,No,Lost Signal,Successful,46,"-50.75106476598896, 77.3686175866415"
B1170,warbler,south america,Mountain,Rainy,Climate Change,-33.15666622247585,68.35778690196835,19.25936594990756,92.0077148176888,2575.01,32.2,46.03,6377,737,-2.4,44.7,Nov,Mar,1,No,386,No,,Successful,32,"-33.15666622247585, 68.35778690196835"
B1171,goose,australia,Urban,Clear,Avoid Predators,-84.56294393800287,139.3655805041863,1.3286999878788492,37.163497089477005,2303.85,51.1,50.54,3734,372,20.5,21.9,Oct,Jun,4,Yes,23,Yes,Injury,Successful,64,"-84.56294393800287, 139.3655805041863"
B1172,goose,europe,Mountain,Rainy,Climate Change,20.29648335158043,24.21826719415023,-62.697714633201926,-146.05245045973882,3067.99,63.1,48.81,1613,600,5.4,58.8,Jan,Nov,2,No,148,Yes,,Successful,37,"20.296483351580434, 24.21826719415023"
B1173,stork,australia,Wetland,Stormy,Avoid Predators,20.338736558681987,26.75269105042929,-82.35233820249388,15.453991946746385,3054.17,36.2,54.37,5809,431,8.5,49.0,May,May,5,No,397,Yes,Storm,Successful,6,"20.338736558681987, 26.75269105042929"
B1174,hawk,africa,Urban,Rainy,Climate Change,40.59010464774826,42.979448148948535,0.4656783140100913,14.477712288483303,2365.1,46.2,49.05,3068,874,32.9,50.5,May,Dec,9,Yes,338,Yes,Storm,Successful,56,"40.59010464774826, 42.979448148948535"
B1175,crane,north america,Coastal,Stormy,Breeding,-88.02066793038816,-81.43802590251364,42.323434018030696,77.65536570356682,2223.65,40.7,36.21,4663,613,19.1,51.0,Apr,Jun,10,Yes,120,Yes,Predator,Successful,82,"-88.02066793038816, -81.43802590251364"
B1176,warbler,europe,Mountain,Foggy,Avoid Predators,57.211431988404,93.098106460081,-58.09630008157605,-64.11311402127929,3053.4,55.3,51.38,5668,866,3.1,43.9,Feb,May,11,No,454,No,Predator,Failed,23,"57.211431988404, 93.098106460081"
B1177,warbler,asia,Coastal,Stormy,Avoid Predators,42.96797233205547,58.49973405454722,34.437569187670135,129.83476113585527,2281.73,66.4,42.51,2785,264,5.3,30.3,Jan,Dec,2,Yes,242,Yes,Predator,Failed,14,"42.96797233205547, 58.49973405454722"
B1178,swallow,africa,Forest,Stormy,Feeding,-64.64041028566402,122.09242516592792,8.348996115377531,44.13726025060393,2472.98,49.9,53.38,4920,507,32.5,26.8,Feb,Apr,4,No,29,Yes,Injury,Successful,51,"-64.64041028566402, 122.09242516592792"
B1179,stork,europe,Urban,Stormy,Avoid Predators,-27.42721033158385,96.6909617901374,-25.587643393668017,-165.83712694063254,2652.33,42.7,47.49,8831,566,10.1,45.7,May,Dec,2,Yes,357,Yes,Storm,Successful,52,"-27.42721033158385, 96.6909617901374"
B1180,hawk,north america,Mountain,Foggy,Feeding,24.93448072275902,49.88600298146247,29.597489320527487,74.4608838472366,2407.02,68.9,49.54,8688,146,9.7,29.2,May,Nov,9,No,276,Yes,Predator,Failed,12,"24.93448072275902, 49.88600298146247"
B1181,stork,south america,Forest,Windy,Avoid Predators,-0.7565625107409772,-122.07882567254438,-55.44418003491168,146.50808761506033,2510.24,52.3,56.5,8863,475,2.4,54.0,Apr,Mar,1,Yes,183,No,,Failed,71,"-0.7565625107409772, -122.07882567254438"
B1182,eagle,asia,Mountain,Stormy,Avoid Predators,-69.28303249777277,150.89303635517877,-7.752362228736956,65.93295430996756,2087.25,49.7,51.11,4245,613,4.4,13.7,Jan,Oct,1,No,38,No,Storm,Failed,85,"-69.28303249777277, 150.89303635517877"
B1183,hawk,australia,Wetland,Windy,Avoid Predators,-74.27783247541382,-47.8036147020666,8.874896681681989,-43.20097041793588,2781.44,47.9,50.07,1853,282,24.1,46.8,Nov,Apr,6,Yes,23,Yes,Storm,Failed,49,"-74.27783247541382, -47.8036147020666"
B1184,warbler,north america,Grassland,Clear,Avoid Predators,50.66213383945649,167.14748466603442,-7.434802752199772,32.633579018227124,2297.5,38.9,51.74,2542,835,26.6,14.4,Feb,Nov,7,No,418,Yes,,Successful,12,"50.66213383945649, 167.14748466603442"
